Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:14zUBTKx3HTDUaakH3ttkz,"Theo","The Life You Save","Flock of Dimes",2025-10-10,226426,21,false,22fa6drl533jtvipykcflfbma,2026-05-30T18:50:39Z,"","Sub Pop Records",0.559,0.491,5,-9.535,0,0.0324,0.766,0.00014,0.14,0.449,126.849,4
spotify:track:78HrH4pWxRUN4mtRdWl6A4,"Instead of Calling","The Life You Save","Flock of Dimes",2025-10-10,229173,19,false,22fa6drl533jtvipykcflfbma,2026-05-30T18:50:39Z,"","Sub Pop Records",0.258,0.476,0,-10.295,0,0.055,0.737,0.00459,0.111,0.308,69.888,5
spotify:track:6FOxvEscRS4kjD9w8lOPEd,"River in My Arms","The Life You Save","Flock of Dimes",2025-10-10,321093,20,false,22fa6drl533jtvipykcflfbma,2026-05-30T18:50:39Z,"","Sub Pop Records",0.592,0.316,1,-11.953,1,0.0312,0.812,0.0016,0.114,0.341,125.962,1
spotify:track:43OAuVIyh36DMyyuxdHqeF,"I Think I'm God","The Life You Save","Flock of Dimes",2025-10-10,293097,18,false,22fa6drl533jtvipykcflfbma,2026-05-30T18:50:39Z,"","Sub Pop Records",0.477,0.268,2,-9.253,1,0.0303,0.886,0.0000184,0.276,0.181,82.823,4
spotify:track:2Ies1xCDtwX1iU0zwyyJCO,"Pendulum Swing","Valentine","Courtney Marie Andrews",2026-01-16,202960,31,false,22fa6drl533jtvipykcflfbma,2026-05-30T18:56:35Z,"americana,alt country","Loose Future",0.534,0.375,7,-10.438,1,0.0297,0.592,0.227,0.124,0.334,139.863,4
spotify:track:65ZvnaWPhMKKv3jzdgopHQ,"Keeper","Valentine","Courtney Marie Andrews",2026-01-16,192551,33,false,22fa6drl533jtvipykcflfbma,2026-05-30T18:56:35Z,"americana,alt country","Loose Future",0.655,0.546,2,-9.309,1,0.0276,0.664,0.0000975,0.133,0.584,127.968,4
spotify:track:4riYJIO6Bzj9IfuSyrzcdb,"Cons and Clowns","Valentine","Courtney Marie Andrews",2026-01-16,254260,34,false,22fa6drl533jtvipykcflfbma,2026-05-30T18:56:35Z,"americana,alt country","Loose Future",0.405,0.269,9,-9.634,1,0.0278,0.874,0.00231,0.112,0.13,105.404,4
spotify:track:11uH2ZDgzLE9rnhgmwkG7U,"Magic Touch","Valentine","Courtney Marie Andrews",2026-01-16,179214,27,false,22fa6drl533jtvipykcflfbma,2026-05-30T18:56:35Z,"americana,alt country","Loose Future",0.472,0.533,5,-8.656,1,0.0279,0.62,0.027,0.0998,0.315,124.965,4
spotify:track:74kloXXAfk2H0p8NM1r0dG,"Little Picture of a Butterfly","Valentine","Courtney Marie Andrews",2026-01-16,285720,27,false,22fa6drl533jtvipykcflfbma,2026-05-30T18:56:35Z,"americana,alt country","Loose Future",0.229,0.329,0,-11.38,1,0.032,0.759,0.272,0.074,0.131,79.953,4
spotify:track:7io6jkP4gFujNB6BofLELK,"Outsider","Valentine","Courtney Marie Andrews",2026-01-16,246450,24,false,22fa6drl533jtvipykcflfbma,2026-05-30T18:56:35Z,"americana,alt country","Loose Future",0.271,0.324,0,-10.951,1,0.0295,0.916,0.00901,0.106,0.119,104.15,4
spotify:track:0S4FrT5ZhIwjdnqsGI69lZ,"Everyone Wants To Feel Like You Do","Valentine","Courtney Marie Andrews",2026-01-16,243675,28,false,22fa6drl533jtvipykcflfbma,2026-05-30T18:56:35Z,"americana,alt country","Loose Future",0.615,0.357,4,-9.351,1,0.033,0.0573,0.000149,0.0914,0.297,72.903,4
spotify:track:6Z0ZVcWY7ScGTqnoJmVbf1,"Only the Best for Baby","Valentine","Courtney Marie Andrews",2026-01-16,153007,23,false,22fa6drl533jtvipykcflfbma,2026-05-30T18:56:35Z,"americana,alt country","Loose Future",0.603,0.29,2,-10.711,1,0.0314,0.738,0.00783,0.109,0.367,123.11,4
spotify:track:6fDljo6s2HskCEZmc7an4w,"Best Friend","Valentine","Courtney Marie Andrews",2026-01-16,172829,22,false,22fa6drl533jtvipykcflfbma,2026-05-30T18:56:35Z,"americana,alt country","Loose Future",0.284,0.261,9,-10.727,1,0.0284,0.729,0.0000909,0.108,0.167,71.957,4
spotify:track:60BcjBNdS7cBz1anh4F8rb,"Hangman","Valentine","Courtney Marie Andrews",2026-01-16,225263,23,false,22fa6drl533jtvipykcflfbma,2026-05-30T18:56:35Z,"americana,alt country","Loose Future",0.381,0.342,0,-7.978,1,0.0307,0.594,0.0000107,0.0961,0.318,136.554,4
spotify:track:4W7pf6VhelCgadVUCjRMuA,"An Introduction to the Album","Home, Like Noplace Is There","The Hotelier",2014-02-25,272546,43,true,22fa6drl533jtvipykcflfbma,2026-06-05T14:28:04Z,"midwest emo,emo,math rock","Dreams of Field",0.539,0.534,3,-8.528,1,0.0424,0.509,0.0000855,0.426,0.347,110.076,3
spotify:track:4DbUQEgElKCWJctFPis6UT,"The Scope of All of This Rebuilding","Home, Like Noplace Is There","The Hotelier",2014-02-25,146480,44,false,22fa6drl533jtvipykcflfbma,2026-06-05T14:28:04Z,"midwest emo,emo,math rock","Dreams of Field",0.335,0.941,5,-5.641,1,0.16,0.00192,0.0000249,0.113,0.514,172.959,4
spotify:track:0C1jSlG9Uq25dVlXryn0F7,"In Framing","Home, Like Noplace Is There","The Hotelier",2014-02-25,179626,41,false,22fa6drl533jtvipykcflfbma,2026-06-05T14:28:04Z,"midwest emo,emo,math rock","Dreams of Field",0.595,0.863,1,-6.083,1,0.065,0.000377,0.227,0.486,0.413,127.444,4
spotify:track:21ACVHZc3K9lK0zleucFaJ,"Your Deep Rest","Home, Like Noplace Is There","The Hotelier",2014-02-25,227213,55,false,22fa6drl533jtvipykcflfbma,2026-06-05T14:28:04Z,"midwest emo,emo,math rock","Dreams of Field",0.363,0.876,3,-6.53,1,0.111,0.0514,0.00000287,0.0991,0.408,110.019,4
spotify:track:2oiuX6M84uqzMyQXltGRM6,"Among the Wildflowers","Home, Like Noplace Is There","The Hotelier",2014-02-25,348893,47,false,22fa6drl533jtvipykcflfbma,2026-06-05T14:28:04Z,"midwest emo,emo,math rock","Dreams of Field",0.25,0.58,6,-8.692,1,0.0379,0.169,0.112,0.124,0.197,81.023,4
spotify:track:39A0KJAv5tBZyulNYecd20,"Life in Drag","Home, Like Noplace Is There","The Hotelier",2014-02-25,141880,39,false,22fa6drl533jtvipykcflfbma,2026-06-05T14:28:04Z,"midwest emo,emo,math rock","Dreams of Field",0.42,0.949,11,-6.029,1,0.073,0.00416,0,0.227,0.581,170.256,4
spotify:track:58R1SG4RgVE5eHApvNvFae,"Housebroken","Home, Like Noplace Is There","The Hotelier",2014-02-25,290866,43,false,22fa6drl533jtvipykcflfbma,2026-06-05T14:28:04Z,"midwest emo,emo,math rock","Dreams of Field",0.538,0.607,0,-6.231,0,0.0603,0.0623,0.00000832,0.129,0.484,129.696,3
spotify:track:5JdzXZJdZF9QEVfmb0Jtqz,"Discomfort Revisited","Home, Like Noplace Is There","The Hotelier",2014-02-25,239573,40,false,22fa6drl533jtvipykcflfbma,2026-06-05T14:28:04Z,"midwest emo,emo,math rock","Dreams of Field",0.468,0.921,8,-6.48,1,0.069,0.00339,0,0.159,0.503,147.843,3
spotify:track:1oC4MWKjjkPbIALNd3sP3C,"Dendron","Home, Like Noplace Is There","The Hotelier",2014-02-25,327906,41,false,22fa6drl533jtvipykcflfbma,2026-06-05T14:28:04Z,"midwest emo,emo,math rock","Dreams of Field",0.364,0.753,1,-7.779,1,0.0675,0.00167,0.00641,0.277,0.218,135.185,4
